text,lemma,pos,tag,dependency,morph,utterance_id,speaker_code
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476492,CHI
.,.,PUNCT,PUNCT,punct,,17476492,CHI
xxx,xxx,ADJ,ADJ,ROOT,Number=Sing,17476506,CHI
.,.,PUNCT,PUNCT,ROOT,,17476506,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476520,CHI
.,.,PUNCT,PUNCT,punct,,17476520,CHI
yyy,yyy,AUX,AUX,advmod,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476540,CHI
yyy,yyy,ADV,ADV,advmod,Polarity=Neg,17476540,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476540,CHI
.,.,PUNCT,PUNCT,punct,,17476540,CHI
yyy,yyy,AUX,AUX,expl:pass,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476556,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476556,CHI
.,.,PUNCT,PUNCT,punct,,17476556,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476578,CHI
.,.,PUNCT,PUNCT,punct,,17476578,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476587,CHI
.,.,PUNCT,PUNCT,punct,,17476587,CHI
tu,tu,PRON,PRON,ROOT,Number=Sing|Person=1,17476604,MOT
chantes,chante,ADJ,ADJ,amod,Number=Plur,17476604,MOT
?,?,PUNCT,PUNCT,punct,,17476604,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476615,CHI
.,.,PUNCT,PUNCT,punct,,17476615,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476629,CHI
.,.,PUNCT,PUNCT,punct,,17476629,CHI
www,www,PRON,PRON,ROOT,Number=Sing,17476654,CHI
.,.,PUNCT,PUNCT,punct,,17476654,CHI
www,www,PRON,PRON,ROOT,Number=Sing,17476667,CHI
.,.,PUNCT,PUNCT,punct,,17476667,CHI
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17476681,MOT
t',te,PRON,PRON,nsubj,Number=Sing|Person=1,17476681,MOT
en,en,PRON,PRON,iobj,Person=3,17476681,MOT
vas,aller,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476681,MOT
?,?,PUNCT,PUNCT,punct,,17476681,MOT
là,là,ADV,ADV,ROOT,,17476697,CHI
.,.,PUNCT,PUNCT,punct,,17476697,CHI
www,www,PRON,PRON,ROOT,Number=Sing,17476707,CHI
.,.,PUNCT,PUNCT,punct,,17476707,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476719,CHI
.,.,PUNCT,PUNCT,punct,,17476719,CHI
www,www,PRON,PRON,ROOT,Number=Sing,17476735,CHI
.,.,PUNCT,PUNCT,punct,,17476735,CHI
www,www,PRON,PRON,ROOT,Number=Sing,17476745,CHI
.,.,PUNCT,PUNCT,punct,,17476745,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476753,CHI
.,.,PUNCT,PUNCT,punct,,17476753,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476767,CHI
.,.,PUNCT,PUNCT,punct,,17476767,CHI
www,www,PRON,PRON,ROOT,Number=Sing,17476777,CHI
.,.,PUNCT,PUNCT,punct,,17476777,CHI
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17476786,MOT
remontes,remonter,VERB,VERB,ROOT,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin,17476786,MOT
?,?,PUNCT,PUNCT,punct,,17476786,MOT
ah,ah,CCONJ,CCONJ,ROOT,,17476797,CHI
.,.,PUNCT,PUNCT,punct,,17476797,CHI
ah,ah,CCONJ,CCONJ,ROOT,,17476810,MOT
.,.,PUNCT,PUNCT,punct,,17476810,MOT
oh,oh,PRON,PRON,ROOT,Number=Sing|Person=1,17476839,INV
mais,mais,CCONJ,CCONJ,cc,,17476839,INV
je,je,PRON,PRON,nsubj,Number=Sing|Person=1,17476839,INV
te,te,PRON,PRON,expl:comp,Number=Sing|Person=1|Reflex=Yes,17476839,INV
vois,voir,VERB,VERB,conj,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17476839,INV
plus,plus,ADV,ADV,advmod,Polarity=Neg,17476839,INV
!,!,PUNCT,PUNCT,punct,,17476839,INV
hoplà,hoplà,NOUN,NOUN,ROOT,Gender=Fem|Number=Sing,17476849,INV
.,.,PUNCT,PUNCT,ROOT,,17476849,INV
donne,donne,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476859,INV
la,le,DET,DET,det,Definite=Def|Gender=Fem|Number=Sing|PronType=Art,17476859,INV
main,main,NOUN,NOUN,obj,Gender=Fem|Number=Sing,17476859,INV
.,.,PUNCT,PUNCT,punct,,17476859,INV
www,www,PRON,PRON,ROOT,Number=Sing,17476868,CHI
.,.,PUNCT,PUNCT,punct,,17476868,CHI
www,www,PRON,PRON,ROOT,Number=Sing,17476880,CHI
.,.,PUNCT,PUNCT,punct,,17476880,CHI
Ana,ana,PRON,PRON,nsubj,Gender=Fem|Number=Sing|Person=3,17476891,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=3,17476891,MOT
es,être,AUX,AUX,cop,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin,17476891,MOT
déjà,déjà,ADV,ADV,advmod,,17476891,MOT
pleine,plein,ADJ,ADJ,ROOT,Gender=Fem|Number=Sing,17476891,MOT
de,de,ADP,ADP,case,,17476891,MOT
bleus,bleu,NOUN,NOUN,obl:arg,Gender=Masc|Number=Plur,17476891,MOT
.,.,PUNCT,PUNCT,punct,,17476891,MOT
xxx,xxx,ADJ,ADJ,nsubj,Gender=Masc|Number=Sing,17476901,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17476901,MOT
fais,faire,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17476901,MOT
que,que,SCONJ,SCONJ,mark,,17476901,MOT
tomber,tomber,VERB,VERB,ccomp,VerbForm=Inf,17476901,MOT
à,à,ADP,ADP,mark,,17476901,MOT
monter,monter,VERB,VERB,xcomp,VerbForm=Inf,17476901,MOT
de,de,ADP,ADP,case,,17476901,MOT
partout,partout,ADV,ADV,obl:mod,,17476901,MOT
!,!,PUNCT,PUNCT,punct,,17476901,MOT
attends,attendre,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476910,MOT
comme,comme,ADP,ADP,case,,17476910,MOT
ça,cela,PRON,PRON,obl:mod,Gender=Masc|Number=Sing|Person=3|PronType=Dem,17476910,MOT
.,.,PUNCT,PUNCT,punct,,17476910,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17476923,CHI
.,.,PUNCT,PUNCT,punct,,17476923,CHI
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17476933,MOT
viens,venir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17476933,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17476933,MOT
viens,venir,VERB,VERB,xcomp,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17476933,MOT
jouer,jouer,VERB,VERB,xcomp,VerbForm=Inf,17476933,MOT
?,?,PUNCT,PUNCT,punct,,17476933,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17476941,MOT
es,être,AUX,AUX,case,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin,17476941,MOT
grande,grand,ADJ,ADJ,amod,Gender=Fem|Number=Sing,17476941,MOT
hein,hein,NOUN,NOUN,ROOT,Gender=Fem|Number=Sing,17476941,MOT
!,!,PUNCT,PUNCT,punct,,17476941,MOT
oh,oh,PRON,PRON,ROOT,,17476952,MOT
qu',qu',PRON,PRON,dep,PronType=Rel,17476952,MOT
est,être,AUX,AUX,cop,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476952,MOT
-ce,-ce,PRON,PRON,nsubj,Number=Sing|Person=3,17476952,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=3,17476952,MOT
es,être,AUX,AUX,cop,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin,17476952,MOT
grande,grand,ADJ,ADJ,acl:relcl,Gender=Fem|Number=Sing,17476952,MOT
!,!,PUNCT,PUNCT,punct,,17476952,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17476963,MOT
.,.,PUNCT,PUNCT,punct,,17476963,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17476972,CHI
.,.,PUNCT,PUNCT,punct,,17476972,CHI
yyy,yyy,AUX,AUX,expl:pass,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476989,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17476989,CHI
.,.,PUNCT,PUNCT,punct,,17476989,CHI
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17477012,MOT
viens,venir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17477012,MOT
?,?,PUNCT,PUNCT,punct,,17477012,MOT
oui,oui,NOUN,NOUN,nsubj,Gender=Masc|Number=Sing,17477020,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17477020,MOT
es,être,AUX,AUX,cop,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin,17477020,MOT
grande,grand,ADJ,ADJ,ROOT,Gender=Fem|Number=Sing,17477020,MOT
!,!,PUNCT,PUNCT,punct,,17477020,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17477032,MOT
es,être,AUX,AUX,cop,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin,17477032,MOT
une,un,DET,DET,det,Definite=Ind|Gender=Fem|Number=Sing|PronType=Art,17477032,MOT
grande,grand,ADJ,ADJ,amod,Gender=Fem|Number=Sing,17477032,MOT
hein,hein,NOUN,NOUN,ROOT,Gender=Fem|Number=Sing,17477032,MOT
.,.,PUNCT,PUNCT,punct,,17477032,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17477039,CHI
.,.,PUNCT,PUNCT,punct,,17477039,CHI
oh,oh,DET,DET,nsubj,Number=Plur|Poss=Yes,17477048,MOT
pfff,pfff,VERB,VERB,acl,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17477048,MOT
oh,oh,DET,DET,nsubj,Number=Plur|Poss=Yes,17477048,MOT
oui,oui,NOUN,NOUN,ROOT,Gender=Masc|Number=Sing,17477048,MOT
.,.,PUNCT,PUNCT,punct,,17477048,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17477063,CHI
.,.,PUNCT,PUNCT,punct,,17477063,CHI
non,non,ADV,ADV,advmod,,17477071,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17477071,MOT
veux,vouloir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17477071,MOT
pas,pas,ADV,ADV,advmod,Polarity=Neg,17477071,MOT
.,.,PUNCT,PUNCT,punct,,17477071,MOT
je,je,PRON,PRON,nsubj,Number=Sing|Person=1,17477078,MOT
sais,savoir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17477078,MOT
pas,pas,ADV,ADV,advmod,Polarity=Neg,17477078,MOT
!,!,PUNCT,PUNCT,punct,,17477078,MOT
aller,aller,VERB,VERB,ROOT,VerbForm=Inf,17477094,MOT
viens,venir,VERB,VERB,xcomp,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,17477094,MOT
je,je,PRON,PRON,nsubj,Number=Sing|Person=1,17477094,MOT
t',te,PRON,PRON,obj,Number=Sing|Person=1|Reflex=Yes,17477094,MOT
emmène,emmener,VERB,VERB,ccomp,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17477094,MOT
.,.,PUNCT,PUNCT,punct,,17477094,MOT
oh,oh,PRON,PRON,ROOT,,17477108,MOT
qu',qu',PRON,PRON,acl:relcl,PronType=Rel,17477108,MOT
est,être,AUX,AUX,dep,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477108,MOT
-ce,-ce,PRON,PRON,dep,Number=Sing|Person=3,17477108,MOT
qu',que,SCONJ,SCONJ,mark,,17477108,MOT
il,il,PRON,PRON,expl:subj,Number=Sing|Person=3,17477108,MOT
y,y,PRON,PRON,expl:comp,Person=3,17477108,MOT
a,avoir,VERB,VERB,acl:relcl,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477108,MOT
là,là,ADV,ADV,advmod,,17477108,MOT
-,-,NOUN,NOUN,advmod,Gender=Masc|Number=Sing,17477108,MOT
bas,bas,NOUN,NOUN,advmod,Gender=Masc|Number=Sing,17477108,MOT
.,.,PUNCT,PUNCT,punct,,17477108,MOT
qu',que,SCONJ,SCONJ,mark,,17477119,MOT
est,être,AUX,AUX,cop,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477119,MOT
ce,ce,PRON,PRON,ROOT,,17477119,MOT
que,que,PRON,PRON,obj,PronType=Rel,17477119,MOT
c',ce,PRON,PRON,expl:subj,Number=Sing|Person=3,17477119,MOT
est,être,AUX,AUX,cop,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477119,MOT
que,que,SCONJ,SCONJ,mark,,17477119,MOT
ça,cela,PRON,PRON,acl:relcl,Gender=Masc|Number=Sing|Person=3|PronType=Dem,17477119,MOT
?,?,PUNCT,PUNCT,punct,,17477119,MOT
oh,oh,DET,DET,det,Gender=Fem|Number=Sing|Poss=Yes,17477133,MOT
attention,attention,NOUN,NOUN,nsubj,Gender=Fem|Number=Sing,17477133,MOT
reste,reste,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477133,MOT
par,par,ADP,ADP,case,,17477133,MOT
là,là,NOUN,NOUN,obl:arg,Gender=Masc|Number=Sing,17477133,MOT
!,!,PUNCT,PUNCT,punct,,17477133,MOT
laisse,laisse,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477139,MOT
cette,ce,DET,DET,det,Gender=Fem|Number=Sing|PronType=Dem,17477139,MOT
chaise,chaise,NOUN,NOUN,obj,Gender=Fem|Number=Sing,17477139,MOT
!,!,PUNCT,PUNCT,punct,,17477139,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17477151,CHI
.,.,PUNCT,PUNCT,punct,,17477151,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477162,CHI
.,.,PUNCT,PUNCT,punct,,17477162,CHI
viens,venir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17477172,MOT
voir,voir,VERB,VERB,xcomp,VerbForm=Inf,17477172,MOT
.,.,PUNCT,PUNCT,punct,,17477172,MOT
yyy,yyy,AUX,AUX,expl:pass,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477181,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477181,CHI
.,.,PUNCT,PUNCT,punct,,17477181,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477190,CHI
.,.,PUNCT,PUNCT,punct,,17477190,CHI
oh,oh,PRON,PRON,ROOT,Number=Sing|Person=1,17477198,MOT
mais,mais,CCONJ,CCONJ,cc,,17477198,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17477198,MOT
l',l',PRON,PRON,obj,Number=Sing|Person=3,17477198,MOT
as,avoir,AUX,AUX,aux:tense,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477198,MOT
démontée,démonter,VERB,VERB,conj,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,17477198,MOT
la,le,DET,DET,det,Definite=Def|Gender=Fem|Number=Sing|PronType=Art,17477198,MOT
maison,maison,NOUN,NOUN,obj,Gender=Fem|Number=Sing,17477198,MOT
.,.,PUNCT,PUNCT,punct,,17477198,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17477203,MOT
as,avoir,AUX,AUX,aux:tense,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17477203,MOT
tout,tout,ADV,ADV,advmod,,17477203,MOT
démonté,démonter,VERB,VERB,ROOT,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,17477203,MOT
hein,hein,NOUN,NOUN,obj,Gender=Fem|Number=Sing,17477203,MOT
!,!,PUNCT,PUNCT,punct,,17477203,MOT
destructrice,destructeur,NOUN,NOUN,ROOT,Gender=Fem|Number=Sing,17477211,MOT
!,!,PUNCT,PUNCT,punct,,17477211,MOT
xxx,xxx,VERB,VERB,ROOT,VerbForm=Inf,17477218,MOT
la,le,DET,DET,det,Definite=Def|Gender=Fem|Number=Sing|PronType=Art,17477218,MOT
maison,maison,NOUN,NOUN,obj,Gender=Fem|Number=Sing,17477218,MOT
!,!,PUNCT,PUNCT,ROOT,,17477218,MOT
le,le,DET,DET,det,Definite=Def|Gender=Masc|Number=Sing|PronType=Art,17477226,MOT
cheval,cheval,NOUN,NOUN,ROOT,Gender=Masc|Number=Sing,17477226,MOT
l',le,DET,DET,det,Definite=Def|Number=Sing|PronType=Art,17477226,MOT
arbre,arbre,NOUN,NOUN,appos,Gender=Masc|Number=Sing,17477226,MOT
.,.,PUNCT,PUNCT,ROOT,,17477226,MOT
on,on,PRON,PRON,nsubj,Number=Sing|Person=3,17477235,MOT
met,mettre,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477235,MOT
le,le,DET,DET,det,Definite=Def|Gender=Masc|Number=Sing|PronType=Art,17477235,MOT
toit,toit,NOUN,NOUN,obj,Gender=Masc|Number=Sing,17477235,MOT
?,?,PUNCT,PUNCT,punct,,17477235,MOT
aller,aller,VERB,VERB,ROOT,VerbForm=Inf,17477246,MOT
on,on,PRON,PRON,nsubj,Number=Sing|Person=3,17477246,MOT
va,aller,VERB,VERB,nmod,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477246,MOT
mettre,mettre,VERB,VERB,xcomp,VerbForm=Inf,17477246,MOT
le,le,DET,DET,det,Definite=Def|Gender=Masc|Number=Sing|PronType=Art,17477246,MOT
toit,toit,NOUN,NOUN,obj,Gender=Masc|Number=Sing,17477246,MOT
si,si,SCONJ,SCONJ,mark,,17477246,MOT
il,il,PRON,PRON,nsubj,Gender=Masc|Number=Sing|Person=3,17477246,MOT
tient,tenir,VERB,VERB,advcl,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477246,MOT
encore,encore,ADV,ADV,advmod,,17477246,MOT
.,.,PUNCT,PUNCT,punct,,17477246,MOT
xxx,xxx,ADJ,ADJ,ROOT,Number=Sing,17477256,MOT
.,.,PUNCT,PUNCT,ROOT,,17477256,MOT
aller,aller,VERB,VERB,ROOT,VerbForm=Inf,17477266,MOT
.,.,PUNCT,PUNCT,punct,,17477266,MOT
assieds,asseoir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17477276,MOT
toi,toi,PRON,PRON,obj,Number=Sing|Person=1,17477276,MOT
petite,petit,ADJ,ADJ,xcomp,Gender=Fem|Number=Sing,17477276,MOT
.,.,PUNCT,PUNCT,punct,,17477276,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17477286,MOT
